DATE,cons,demanddown,demandup,dfri,dindex,dintexport,dintimport,dmon,dsat,dsun,dthu,dtue,dwed,dweek,dweekend,intcon,mapr,maug,mdec,mfeb,mindex,mjan,mjul,mjun,mmar,mmay,mnov,moct,msep,price,supply,tempday,teodemand,week,weekend,wind,windc,windcn,wk,wknd
8/17/2003,133.6,1,0,0,7,1,0,0,0,1,0,0,0,0,1,56,0,1,0,0,8,0,0,0,0,0,0,0,0,14.057,160.8,22.59,206.78,0,1,4.23,20.46834511,11.52404196,0,1
8/18/2003,151,1,0,0,1,1,0,1,0,0,0,0,0,1,0,54,0,1,0,0,8,0,0,0,0,0,0,0,0,14.078,162.5,21,217.8,1,0,4.9,18.071808,14.30243952,1,0
8/19/2003,138.3,1,0,0,2,1,0,0,0,0,0,1,0,1,0,56.7,0,1,0,0,8,0,0,0,0,0,0,0,0,12.72,171.7,18.84,232.1,1,0,5.25,15.11451818,9.051642986,1,0
8/20/2003,144.5,1,0,0,3,1,0,0,0,0,0,0,1,1,0,54.9,0,1,0,0,8,0,0,0,0,0,0,0,0,11.632,153.4,19.08,222.44,1,0,3.73,16.71255257,10.27713872,1,0
8/21/2003,147.1,1,0,0,4,1,0,0,0,0,1,0,0,1,0,58.7,0,1,0,0,8,0,0,0,0,0,0,0,0,11.632,165.4,19.62,231.98,1,0,6.65,15.21870473,8.454370428,1,0
8/22/2003,139.6,1,0,1,5,1,0,0,0,0,0,0,0,0,1,58.3,0,1,0,0,8,0,0,0,0,0,0,0,0,12.425,167.5,21.29,229.32,1,0,6.13,17.70389412,12.98835678,1,0
8/23/2003,129.8,1,0,0,6,1,0,0,1,0,0,0,0,0,1,53.1,0,1,0,0,8,0,0,0,0,0,0,0,0,14.375,173.1,22.98,215.89,0,1,2.53,22.26662439,15.45382311,0,1
8/24/2003,128.8,1,0,0,7,1,0,0,0,1,0,0,0,0,1,53.6,0,1,0,0,8,0,0,0,0,0,0,0,0,12.514,191.4,23.31,216.4,0,1,3.83,21.59379214,17.72109617,0,1
8/25/2003,138.7,1,0,0,1,1,0,1,0,0,0,0,0,0,1,57,0,1,0,0,8,0,0,0,0,0,0,0,0,13.602,188.1,19.18,225.1,0,1,5.03,15.70778924,10.91551954,1,0
8/26/2003,150.7,1,0,0,2,1,0,0,0,0,0,1,0,1,0,58.8,0,1,0,0,8,0,0,0,0,0,0,0,0,13.636,182.4,19.86,238.34,1,0,3.75,17.60655913,13.30717344,1,0
8/27/2003,155.9,1,0,0,3,1,0,0,0,0,0,0,1,1,0,56.1,0,1,0,0,8,0,0,0,0,0,0,0,0,12.289,201.3,19.09,245.28,1,0,2.68,17.90344548,14.51730241,1,0
8/28/2003,165.6,1,0,0,4,1,0,0,0,0,1,0,0,1,0,55.2,0,1,0,0,8,0,0,0,0,0,0,0,0,12.289,192.4,16.36,249.6,1,0,4.15,13.05454381,11.11273858,1,0
8/29/2003,164.3,1,0,1,5,1,0,0,0,0,0,0,0,0,1,57.4,0,1,0,0,8,0,0,0,0,0,0,0,0,12.289,168.6,15.84,248.54,1,0,5.35,11.23536068,6.415685307,1,0
8/30/2003,153.4,1,0,0,6,1,0,0,1,0,0,0,0,0,1,57.5,0,1,0,0,8,0,0,0,0,0,0,0,0,12.986,179.2,16.39,237.76,0,1,3.98,13.27752594,6.070095618,0,1
8/31/2003,155.6,1,0,0,7,1,0,0,0,1,0,0,0,0,1,58.5,0,1,0,0,8,0,0,0,0,0,0,0,0,13.325,189.8,16.32,239.93,0,1,3.25,14.08474979,7.654925532,0,1
9/1/2003,167.3,1,0,0,1,1,0,1,0,0,0,0,0,1,0,52.1,0,0,0,0,9,0,0,0,0,0,0,0,1,13.086,195,16.47,247.52,1,0,3.75,13.63519197,9.570105225,1,0
9/2/2003,165.3,1,0,0,2,1,0,0,0,0,0,1,0,1,0,56.6,0,0,0,0,9,0,0,0,0,0,0,0,1,12.324,206.4,17.89,245.34,1,0,2.23,17.27001404,11.53393047,1,0
9/3/2003,159.5,1,0,0,3,1,0,0,0,0,0,0,1,1,0,56.4,0,0,0,0,9,0,0,0,0,0,0,0,1,12.657,206.2,19.98,243.74,1,0,2.13,19.58511755,14.05225129,1,0
9/4/2003,155,1,0,0,4,1,0,0,0,0,1,0,0,1,0,57.3,0,0,0,0,9,0,0,0,0,0,0,0,1,12.657,196.1,21.72,237.45,1,0,4.03,19.56846886,10.00683809,1,0
9/5/2003,153,1,0,1,5,1,0,0,0,0,0,0,0,0,1,57.1,0,0,0,0,9,0,0,0,0,0,0,0,1,13.65,216.9,22.04,237.69,1,0,3.58,20.29487869,10.09368639,1,0
9/6/2003,142,1,0,0,6,1,0,0,1,0,0,0,0,0,1,55.6,0,0,0,0,9,0,0,0,0,0,0,0,1,16.306,238,17.67,230.91,0,1,4.15,14.62476902,12.02370893,0,1
9/7/2003,153.9,1,0,0,7,1,0,0,0,1,0,0,0,0,1,53.4,0,0,0,0,9,0,0,0,0,0,0,0,1,15.323,238.3,17.9,230.59,0,1,3.85,15.2046465,6.672304827,0,1
9/8/2003,178.1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,15.613,219.6,18.5,210.95,1,0,2.65,17.30333521,9.455002811,1,0
9/9/2003,186.9,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,15.729,218.6,17.42,210.62,1,0,4.6,13.888766,8.57736399,1,0
9/10/2003,185.5,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,13.786,223.3,18.68,214.11,1,0,4.73,15.32487254,7.622861691,1,0
9/11/2003,189,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,13.786,225,15.97,217.31,1,0,3.98,12.778824,8.504236005,1,0
9/12/2003,179.7,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,12.403,213.8,17.65,207.21,1,0,3,15.90740004,13.37969959,1,0
9/13/2003,156.5,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,10.111,202.3,20.73,192.29,0,1,4.45,18.06016224,8.843000714,0,1
9/14/2003,153.9,1,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,11.181,200.7,22.6,190.71,0,1,4.23,20.4803832,9.272918551,0,1
9/15/2003,163.4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,12.335,208.2,22.1,198.05,1,0,2.78,21.07122246,12.44748236,1,0
9/16/2003,168.2,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,11.892,207.9,22.81,198.28,1,0,2.45,22.16377499,13.10345732,1,0
9/17/2003,166.9,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,9.984,207.1,23.95,197.39,1,0,5.63,21.39317233,8.619249278,1,0
9/18/2003,167.2,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,9.984,202.3,19.02,194.98,1,0,5.2,15.37896797,11.04303448,1,0
9/19/2003,165,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,11.572,202.7,18.33,195.8,1,0,3.93,15.63076235,12.5760498,1,0
9/20/2003,159.6,1,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,10.124,200.9,19.86,191.92,0,1,2.08,19.53355713,13.32300586,0,1
9/21/2003,155.3,1,0,0,7,1,0,0,0,1,0,0,0,0,1,4.8,0,0,0,0,9,0,0,0,0,0,0,0,1,9.574,201.7,20.37,193.11,0,1,4.33,17.71582667,9.946674437,0,1
9/22/2003,173.7,1,0,0,1,1,0,1,0,0,0,0,0,1,0,36.3,0,0,0,0,9,0,0,0,0,0,0,0,1,11.614,246.2,16.57,239.11,1,0,6.33,11.39128213,10.7073787,1,0
9/23/2003,204.5,1,0,0,2,1,0,0,0,0,0,1,0,1,0,10.9,0,0,0,0,9,0,0,0,0,0,0,0,1,11.693,243.1,12.55,238.94,1,0,5.53,6.874427126,2.505260416,1,0
9/24/2003,199.5,1,0,0,3,1,0,0,0,0,0,0,1,1,0,5.6,0,0,0,0,9,0,0,0,0,0,0,0,1,11.834,244.6,14.94,237.8,1,0,2.93,12.99758395,3.705210153,1,0
9/25/2003,194.1,1,0,0,4,1,0,0,0,0,1,0,0,1,0,2.1,0,0,0,0,9,0,0,0,0,0,0,0,1,11.834,230.2,16.53,222.83,1,0,4.05,13.36660685,3.830046732,1,0
9/26/2003,195.7,1,0,1,5,1,0,0,0,0,0,0,0,0,1,2.6,0,0,0,0,9,0,0,0,0,0,0,0,1,16.712,228.7,15.93,223,1,0,3.85,12.88300105,5.729504642,1,0
9/27/2003,181.4,1,0,0,6,1,0,0,1,0,0,0,0,0,1,4.6,0,0,0,0,9,0,0,0,0,0,0,0,1,18.974,222.4,15,215.48,0,1,3.05,12.88096423,7.77296459,0,1
9/28/2003,186.6,1,0,0,7,1,0,0,0,1,0,0,0,0,1,3.8,0,0,0,0,9,0,0,0,0,0,0,0,1,20.397,226.1,14.06,219.97,0,1,3.95,10.54934253,6.471715194,0,1
9/29/2003,208,1,0,0,1,1,0,1,0,0,0,0,0,1,0,4.6,0,0,0,0,9,0,0,0,0,0,0,0,1,17.693,244.1,15.77,240.55,1,0,5.2,11.28251918,1.236766294,1,0
9/30/2003,197.6,1,0,0,2,1,0,0,0,0,0,1,0,1,0,8.5,0,0,0,0,9,0,0,0,0,0,0,0,1,15.658,239.8,17.15,234.91,1,0,5.35,12.89688035,4.31024817,1,0
10/1/2003,195.7,1,0,0,3,1,0,0,0,0,0,0,1,1,0,13.4,0,0,0,0,10,0,0,0,0,0,0,1,0,14.336,256,17.01,248.68,1,0,6.85,11.61827917,6.697407839,1,0
10/2/2003,203.7,1,0,0,4,1,0,0,0,0,1,0,0,1,0,4.7,0,0,0,0,10,0,0,0,0,0,0,1,0,14.336,242.6,14.4,237.71,1,0,2.98,12.31997251,8.751000028,1,0
10/3/2003,198.2,1,0,1,5,1,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,10,0,0,0,0,0,0,1,0,16.164,237.8,15.58,230,1,0,4.28,11.97415239,9.572232942,1,0
10/4/2003,215.3,0,1,0,6,1,0,0,1,0,0,0,0,0,1,5.2,0,0,0,0,10,0,0,0,0,0,0,1,0,18.637,253.2,11.98,244.94,0,1,5.85,5.816868108,4.174500006,0,1
10/5/2003,240.5,0,1,0,7,1,0,0,0,1,0,0,0,0,1,5.3,0,0,0,0,10,0,0,0,0,0,0,1,0,17.237,282.5,10.15,275.09,0,1,5.35,4.018530977,-2.386563928,0,1
10/6/2003,240.8,0,1,0,1,1,0,1,0,0,0,0,0,1,0,25.6,0,0,0,0,10,0,0,0,0,0,0,1,0,15.523,298,12.93,290.99,1,0,7.55,5.621503834,0.478657269,1,0
10/7/2003,257.4,0,1,0,2,1,0,0,0,0,0,1,0,1,0,33.2,0,0,0,0,10,0,0,0,0,0,0,1,0,14.918,308.1,11.58,307.13,1,0,7.4,3.898555331,2.757322206,1,0
10/8/2003,239.3,0,1,0,3,1,0,0,0,0,0,0,1,1,0,36.4,0,0,0,0,10,0,0,0,0,0,0,1,0,12.995,300.9,11.58,299.34,1,0,6.87,3.898555331,-1.895145755,1,0
10/9/2003,210.1,0,1,0,4,1,0,0,0,0,1,0,0,1,0,43.7,0,0,0,0,10,0,0,0,0,0,0,1,0,12.995,290.7,15.83,281.96,1,0,6.23,10.49429997,-1.895145755,1,0
10/10/2003,205,0,1,1,5,1,0,0,0,0,0,0,0,0,1,47.5,0,0,0,0,10,0,0,0,0,0,0,1,0,15.224,298.2,15.79,288.18,1,0,5.38,11.14521429,8.884812283,1,0
10/11/2003,194.6,0,1,0,6,1,0,0,1,0,0,0,0,0,1,46.8,0,0,0,0,10,0,0,0,0,0,0,1,0,19.344,271.4,15.04,262.2,0,1,1.85,15.0696981,10.51723837,0,1
10/12/2003,204.6,0,1,0,7,1,0,0,0,1,0,0,0,0,1,49.5,0,0,0,0,10,0,0,0,0,0,0,1,0,20.8,288.8,14.74,278.5,0,1,6.73,8.672646501,3.050443229,0,1
10/13/2003,229.8,0,1,0,1,1,0,1,0,0,0,0,0,1,0,41.5,0,0,0,0,10,0,0,0,0,0,0,1,0,19.9,307.3,14.99,297.3,1,0,4.78,10.71825646,5.769507206,1,0
10/14/2003,232.9,0,1,0,2,1,0,0,0,0,0,1,0,1,0,35.3,0,0,0,0,10,0,0,0,0,0,0,1,0,19.81,293.9,15.27,287.93,1,0,6.85,9.291562836,3.782326451,1,0
10/15/2003,248.6,0,1,0,3,1,0,0,0,0,0,0,1,1,0,37,0,0,0,0,10,0,0,0,0,0,0,1,0,18.349,300.1,13.28,301.03,1,0,7.45,6.171509519,0.15822717,1,0
10/16/2003,252.8,0,1,0,4,1,0,0,0,0,1,0,0,1,0,35.5,0,0,0,0,10,0,0,0,0,0,0,1,0,18.349,303.3,14.16,304.03,1,0,7.03,7.67148402,-0.52936245,1,0
10/17/2003,245.6,0,1,1,5,1,0,0,0,0,0,0,0,0,1,26.5,0,0,0,0,10,0,0,0,0,0,0,1,0,19.555,300.8,12.72,296.23,1,0,6.2,6.44515343,-0.586381387,1,0
10/18/2003,230.9,0,1,0,6,1,0,0,1,0,0,0,0,0,1,31.1,0,0,0,0,10,0,0,0,0,0,0,1,0,19.727,304.7,12.99,297.08,0,1,6.8,6.283540467,-1.820852804,0,1
10/19/2003,255.1,0,1,0,7,1,0,0,0,1,0,0,0,0,1,35.3,0,0,0,0,10,0,0,0,0,0,0,1,0,20.52,315.8,11.62,310.29,0,1,7.35,3.99297076,-2.844981877,0,1
10/20/2003,289.9,0,1,0,1,1,0,1,0,0,0,0,0,1,0,19.6,0,0,0,0,10,0,0,0,0,0,0,1,0,22.826,315,9.63,326.39,1,0,6.68,1.913240076,-2.503021924,1,0
10/21/2003,308.8,0,1,0,2,1,0,0,0,0,0,1,0,1,0,13.4,0,0,0,0,10,0,0,0,0,0,0,1,0,24.752,324.9,8.38,340.7,1,0,1.75,8.721928078,3.357480017,1,0
10/22/2003,324.9,0,1,0,3,1,0,0,0,0,0,0,1,1,0,10,0,0,0,0,10,0,0,0,0,0,0,1,0,22.94,330.2,6.72,348.63,1,0,5.53,-0.573596828,-2.553774723,1,0
10/23/2003,317.8,0,1,0,4,1,0,0,0,0,1,0,0,1,0,13.7,0,0,0,0,10,0,0,0,0,0,0,1,0,22.94,326.6,9.49,340.44,1,0,7.5,0.971914469,-3.564602963,1,0
10/24/2003,319.5,0,1,1,5,1,0,0,0,0,0,0,0,0,1,13.1,0,0,0,0,10,0,0,0,0,0,0,1,0,25.9,319.9,8.74,344.16,1,0,5.25,2.357218294,-6.509736676,1,0
10/25/2003,317.3,0,1,0,6,1,0,0,1,0,0,0,0,0,1,17.3,0,0,0,0,10,0,0,0,0,0,0,1,0,27.926,330,9.21,346.85,0,1,4.28,4.285596172,-4.151296756,0,1
10/26/2003,287.5,0,1,0,7,1,0,0,0,1,0,0,0,0,1,17.7,0,0,0,0,10,0,0,0,0,0,0,1,0,27.376,317.3,9.42,320.74,0,1,3.9,5.129695277,-0.248162505,0,1
10/27/2003,300.9,0,1,0,1,1,0,1,0,0,0,0,0,1,0,19.6,0,0,0,0,10,0,0,0,0,0,0,1,0,27.681,319.1,9.85,332.12,1,0,2.38,8.542987295,1.707701239,1,0
10/28/2003,301,0,1,0,2,1,0,0,0,0,0,1,0,1,0,13.4,0,0,0,0,10,0,0,0,0,0,0,1,0,27.253,308.8,10.38,326.76,1,0,3.83,6.373743873,-1.442274724,1,0
10/29/2003,296.2,0,1,0,3,1,0,0,0,0,0,0,1,1,0,10.5,0,0,0,0,10,0,0,0,0,0,0,1,0,28.527,317.8,9.14,322.31,1,0,2.45,7.626856845,5.223533143,1,0
10/30/2003,296.8,0,1,0,4,1,0,0,0,0,1,0,0,1,0,8.6,0,0,0,0,10,0,0,0,0,0,0,1,0,28.527,323.8,9.46,322.11,1,0,4.23,4.662328904,0.65364391,1,0
10/31/2003,289.9,0,1,1,5,1,0,0,0,0,0,0,0,0,1,7.2,0,0,0,0,10,0,0,0,0,0,0,1,0,28.173,314.9,9.74,314.66,1,0,3.38,6.386478043,4.029476529,1,0
11/1/2003,271,0,1,0,6,1,0,0,1,0,0,0,0,0,1,2.7,0,0,0,0,11,0,0,0,0,0,1,0,0,30.809,321.5,9.75,308.82,0,1,3.8,5.680867108,1.920814409,0,1
11/2/2003,268.3,0,1,0,7,1,0,0,0,1,0,0,0,0,1,6.4,0,0,0,0,11,0,0,0,0,0,1,0,0,33.765,320.3,12.39,309.74,0,1,7,5.316368698,-2.111602243,0,1
11/3/2003,289.4,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1.9,0,0,0,0,11,0,0,0,0,0,1,0,0,32.983,315.1,12.68,314.6,1,0,9.65,3.93623349,-1.141343829,1,0
11/4/2003,286.5,0,1,0,2,1,0,0,0,0,0,1,0,1,0,2.5,0,0,0,0,11,0,0,0,0,0,1,0,0,29.315,318.2,13.42,310.39,1,0,7.18,6.561951946,-2.889852772,1,0
11/5/2003,256.5,0,1,0,3,1,0,0,0,0,0,0,1,1,0,11.4,0,0,0,0,11,0,0,0,0,0,1,0,0,29.063,318.3,13.98,309.22,1,0,6.68,7.699607456,6.834977848,1,0
11/6/2003,256.5,0,1,0,4,1,0,0,0,0,1,0,0,1,0,13.9,0,0,0,0,11,0,0,0,0,0,1,0,0,29.063,316.1,13.94,307.26,1,0,3.1,11.6171351,7.4774304,1,0
11/7/2003,262.4,0,1,1,5,1,0,0,0,0,0,0,0,0,1,9.3,0,0,0,0,11,0,0,0,0,0,1,0,0,29.756,313.5,13.16,304.58,1,0,4.98,8.230054859,5.171266271,1,0
11/8/2003,279.5,0,1,0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,30.427,306.4,8.44,302.7,0,1,5.95,1.122848948,0.344091186,0,1
11/9/2003,277,0,1,0,7,0,1,0,0,1,0,0,0,0,1,-9.8,0,0,0,0,11,0,0,0,0,0,1,0,0,29.258,313.7,9.19,315.54,0,1,3.95,4.776654994,1.825116604,0,1
11/10/2003,280.3,0,1,0,1,0,1,1,0,0,0,0,0,1,0,-2.4,0,0,0,0,11,0,0,0,0,0,1,0,0,28.483,319.6,11.96,312.53,1,0,2.78,9.974176193,6.14383478,1,0
11/11/2003,289.8,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,27.24,328.5,8.54,318.51,1,0,3.63,4.555880113,4.369818822,1,0
11/12/2003,279.9,0,1,0,3,1,0,0,0,0,0,0,1,1,0,13.4,0,0,0,0,11,0,0,0,0,0,1,0,0,28.85,329,12.71,320.36,1,0,4.93,7.724754736,5.494952419,1,0
11/13/2003,291.5,0,1,0,4,1,0,0,0,0,1,0,0,1,0,0.3,0,0,0,0,11,0,0,0,0,0,1,0,0,28.85,327.2,12.15,318.66,1,0,3.15,9.523595465,3.837463911,1,0
11/14/2003,291.9,0,1,1,5,0,1,0,0,0,0,0,0,0,1,-9.8,0,0,0,0,11,0,0,0,0,0,1,0,0,29.608,320.2,11.93,320.16,1,0,10.18,2.572092713,-0.373941025,1,0
11/15/2003,270.2,0,1,0,6,0,1,0,1,0,0,0,0,0,1,-0.5,0,0,0,0,11,0,0,0,0,0,1,0,0,24.819,314.8,11.25,306.53,0,1,4.05,7.072477173,5.618151754,0,1
11/16/2003,287.2,0,1,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1,0,0,25.948,323.2,9.45,314.04,0,1,4.13,4.802620224,0.57600661,0,1
11/17/2003,306.4,0,1,0,1,0,1,1,0,0,0,0,0,1,0,-3.5,0,0,0,0,11,0,0,0,0,0,1,0,0,27.179,326.4,10.62,325.95,1,0,4.1,6.247517621,-0.924729665,1,0
11/18/2003,264.5,0,1,0,2,0,1,0,0,0,0,1,0,1,0,-0.5,0,0,0,0,11,0,0,0,0,0,1,0,0,26.644,305.9,13.94,297.19,1,0,7.28,7.19106419,5.430748526,1,0
11/19/2003,262,0,1,0,3,1,0,0,0,0,0,0,1,1,0,17,0,0,0,0,11,0,0,0,0,0,1,0,0,26.556,315.4,12.92,306.46,1,0,4.58,8.392789377,7.608495812,1,0
11/20/2003,272.6,0,1,0,4,1,0,0,0,0,1,0,0,1,0,18.6,0,0,0,0,11,0,0,0,0,0,1,0,0,26.556,318.9,11.46,309.26,1,0,4.63,6.539558641,6.8343825,1,0
11/21/2003,293.2,0,1,1,5,1,0,0,0,0,0,0,0,0,1,1.1,0,0,0,0,11,0,0,0,0,0,1,0,0,27.515,330.9,8.48,323.34,1,0,1.8,8.669114341,9.016414911,1,0
11/22/2003,299.1,0,1,0,6,0,1,0,1,0,0,0,0,0,1,-11.5,0,0,0,0,11,0,0,0,0,0,1,0,0,25.4,324.9,6.46,327.19,0,1,3.03,3.380014271,2.420210664,0,1
11/23/2003,319.2,0,1,0,7,0,1,0,0,1,0,0,0,0,1,-4,0,0,0,0,11,0,0,0,0,0,1,0,0,24.197,331.6,5.92,334.66,0,1,4.1,0.629257247,-1.235527047,0,1
11/24/2003,342.7,0,1,0,1,0,1,1,0,0,0,0,0,1,0,-9.6,0,0,0,0,11,0,0,0,0,0,1,0,0,24.371,334.9,7.15,360.65,1,0,3.5,3.187479548,-0.606841237,1,0
11/25/2003,319.5,0,1,0,2,0,1,0,0,0,0,1,0,1,0,-13.8,0,0,0,0,11,0,0,0,0,0,1,0,0,25.049,321.1,10.21,338.34,1,0,5.93,3.441584404,-5.014794258,1,0
11/26/2003,322.2,0,1,0,3,0,1,0,0,0,0,0,1,1,0,-14.8,0,0,0,0,11,0,0,0,0,0,1,0,0,25.947,321.1,8.07,333,1,0,4.95,1.91685499,4.285807076,1,0
11/27/2003,342.4,0,1,0,4,0,1,0,0,0,1,0,0,1,0,-18.4,0,0,0,0,11,0,0,0,0,0,1,0,0,25.947,325.2,6.16,352.25,1,0,2.73,3.747783456,-0.110370291,1,0
11/28/2003,338,0,1,1,5,0,1,0,0,0,0,0,0,0,1,-13.3,0,0,0,0,11,0,0,0,0,0,1,0,0,27.561,329,7.33,350.38,1,0,3.4,3.589569235,-2.402505284,1,0
11/29/2003,301.8,0,1,0,6,0,1,0,1,0,0,0,0,0,1,-11.4,0,0,0,0,11,0,0,0,0,0,1,0,0,29.607,321,9.03,325.14,0,1,8.65,-0.588190162,-1.779260735,0,1
11/30/2003,300.5,0,1,0,7,0,1,0,0,1,0,0,0,0,1,-7.5,0,0,0,0,11,0,0,0,0,0,1,0,0,31.327,330.8,8.35,329.74,0,1,2.95,5.65648173,4.13678112,0,1
12/1/2003,325.8,0,1,0,1,0,1,1,0,0,0,0,0,1,0,-10.6,0,0,1,0,12,0,0,0,0,0,0,0,0,31.736,333.8,7.96,342.69,1,0,5.43,1.137617973,-0.363884055,1,0
12/2/2003,313.4,0,1,0,2,0,1,0,0,0,0,1,0,1,0,-9.2,0,0,1,0,12,0,0,0,0,0,0,0,0,30.689,323.8,9.41,327.56,1,0,2.83,7.078555389,6.595069351,1,0
12/3/2003,317.3,0,1,0,3,0,1,0,0,0,0,0,1,1,0,-10.6,0,0,1,0,12,0,0,0,0,0,0,0,0,29.984,323.6,8.55,329.31,1,0,2.9,5.983701095,4.945037661,1,0
12/4/2003,325.9,0,1,0,4,0,1,0,0,0,1,0,0,1,0,-13.2,0,0,1,0,12,0,0,0,0,0,0,0,0,29.984,326.6,8.63,337.91,1,0,5.73,1.625417476,0.157751326,1,0
12/5/2003,322,0,1,1,5,0,1,0,0,0,0,0,0,0,1,-13.3,0,0,1,0,12,0,0,0,0,0,0,0,0,31.302,319.3,8.24,329.63,1,0,3.03,5.366584527,3.72598999,1,0
12/6/2003,318.7,0,1,0,6,0,1,0,1,0,0,0,0,0,1,-17.8,0,0,1,0,12,0,0,0,0,0,0,0,0,29.874,306.7,7.85,329.22,0,1,6.08,0.205448909,-5.297255091,0,1
12/7/2003,351.9,0,1,0,7,0,1,0,0,1,0,0,0,0,1,-16,0,0,1,0,12,0,0,0,0,0,0,0,0,28.086,333.1,5,362.95,0,1,4.73,-1.56030509,-1.78247848,0,1
12/8/2003,399.3,0,1,0,1,0,1,1,0,0,0,0,0,1,0,-18.8,0,0,1,0,12,0,0,0,0,0,0,0,0,28.932,345.6,2.63,413.37,1,0,3.6,-2.25027678,-5.97610452,1,0
12/9/2003,365.6,0,1,0,2,0,1,0,0,0,0,1,0,1,0,-12,0,0,1,0,12,0,0,0,0,0,0,0,0,29.424,341.8,8.06,373.24,1,0,3.43,4.368788065,-0.028066053,1,0
12/10/2003,376.5,0,1,0,3,0,1,0,0,0,0,0,1,1,0,-16.1,0,0,1,0,12,0,0,0,0,0,0,0,0,30.799,347.9,2.54,386.46,1,0,2.45,0.608300901,1.246351441,1,0
12/11/2003,344.1,0,1,0,4,0,1,0,0,0,1,0,0,1,0,-13.5,0,0,1,0,12,0,0,0,0,0,0,0,0,30.799,333.4,9.38,356.56,1,0,3.45,5.848278239,1.238692962,1,0
12/12/2003,336.4,0,1,1,5,0,1,0,0,0,0,0,0,0,1,-11.7,0,0,1,0,12,0,0,0,0,0,0,0,0,34.231,329.8,7.79,351.59,1,0,5,1.497779656,-3.5005893,1,0
12/13/2003,282.2,0,1,0,6,0,1,0,1,0,0,0,0,0,1,-11.2,0,0,1,0,12,0,0,0,0,0,0,0,0,33.38,305.5,12.3,308.19,0,1,6.75,5.404796039,5.284816892,0,1
12/14/2003,335.3,0,1,0,7,0,1,0,0,1,0,0,0,0,1,-19.3,0,0,1,0,12,0,0,0,0,0,0,0,0,32.425,316.4,8.6,338.11,0,1,7.15,0.082030179,-0.471099642,0,1
12/15/2003,381.3,0,1,0,1,0,1,1,0,0,0,0,0,1,0,-17,0,0,1,0,12,0,0,0,0,0,0,0,0,30.987,344.8,5.41,385,1,0,3.45,1.284673862,0.22711315,1,0
12/16/2003,389.6,0,1,0,2,0,1,0,0,0,0,1,0,1,0,-20.8,0,0,1,0,12,0,0,0,0,0,0,0,0,28.648,348,4.22,402.4,1,0,2.7,1.712153158,-4.473665068,1,0
12/17/2003,375,0,1,0,3,0,1,0,0,0,0,0,1,1,0,-18.9,0,0,1,0,12,0,0,0,0,0,0,0,0,28.359,344.9,6.34,387.21,1,0,3.33,2.599547629,-1.243270244,1,0
12/18/2003,370.7,0,1,0,4,0,1,0,0,0,1,0,0,1,0,-18.5,0,0,1,0,12,0,0,0,0,0,0,0,0,28.359,348.1,6.16,382.72,1,0,2.6,4.07041242,-0.33800834,1,0
12/19/2003,353.1,0,1,1,5,0,1,0,0,0,0,0,0,0,1,-19.9,0,0,1,0,12,0,0,0,0,0,0,0,0,31.9,344.3,5.96,366.89,1,0,1.33,7.884140723,5.580615168,1,0
12/20/2003,322.5,0,1,0,6,0,1,0,1,0,0,0,0,0,1,-16,0,0,1,0,12,0,0,0,0,0,0,0,0,31.766,336,9.71,350.01,0,1,6.28,2.420533897,-3.711115168,0,1
12/21/2003,355.7,0,1,0,7,0,1,0,0,1,0,0,0,0,1,-16.9,0,0,1,0,12,0,0,0,0,0,0,0,0,31.756,332.8,6.17,362.95,0,1,6.48,-2.462005304,-5.290506659,0,1
