DATE,cons,demanddown,demandup,dfri,dindex,dintexport,dintimport,dmon,dsat,dsun,dthu,dtue,dwed,dweek,dweekend,intcon,mapr,maug,mdec,mfeb,mindex,mjan,mjul,mjun,mmar,mmay,mnov,moct,msep,price,supply,tempday,teodemand,week,weekend,wind,windc,windcn,wk,wknd
4/12/2003,233.5,0,1,0,6,1,0,0,1,0,0,0,0,0,1,57.8,1,0,0,0,4,0,0,0,0,0,0,0,0,20.085,322.2,12.09,309.19,0,1,2.93,9.841056495,1.412574425,0,1
4/13/2003,214.2,0,1,0,7,1,0,0,0,1,0,0,0,0,1,58.2,1,0,0,0,4,0,0,0,0,0,0,0,0,21.4,318,16.17,301.74,0,1,7.13,10.30776786,-1.584417967,0,1
4/14/2003,217.3,0,1,0,1,1,0,1,0,0,0,0,0,1,0,58.3,1,0,0,0,4,0,0,0,0,0,0,0,0,23.754,305,17.35,304.66,1,0,6.38,12.38279668,5.90122222,1,0
4/15/2003,187.8,0,1,0,2,1,0,0,0,0,0,1,0,1,0,58.5,1,0,0,0,4,0,0,0,0,0,0,0,0,23.65,309.7,21.28,284.97,1,0,3.65,19.35400194,9.189363447,1,0
4/16/2003,172.4,0,1,0,3,1,0,0,0,0,0,0,1,1,0,56.9,1,0,0,0,4,0,0,0,0,0,0,0,0,23.65,312,23.76,272.52,1,0,3.7,22.20828725,9.629635048,1,0
4/17/2003,172.4,0,1,0,4,1,0,0,0,0,1,0,0,1,0,58.6,1,0,0,0,4,0,0,0,0,0,0,0,0,23.65,302.7,21.18,270.42,1,0,6.5,17.3670021,6.521775127,1,0
4/18/2003,163.9,0,1,1,5,1,0,0,0,0,0,0,0,0,1,58,1,0,0,0,4,0,0,0,0,0,0,0,0,18.886,304.8,19.29,259.28,0,1,6.9,14.63935537,4.769337061,1,0
4/19/2003,223.1,0,1,0,6,1,0,0,1,0,0,0,0,0,1,56.2,1,0,0,0,4,0,0,0,0,0,0,0,0,16.515,301.6,8.61,304.06,0,1,8.55,-1.100237109,-2.302623494,0,1
4/20/2003,211,0,1,0,7,1,0,0,0,1,0,0,0,0,1,50.5,1,0,0,0,4,0,0,0,0,0,0,0,0,15.621,322.6,11.82,299.4,0,1,7.68,4.007708639,-2.549093798,0,1
4/21/2003,202.5,0,1,0,1,1,0,1,0,0,0,0,0,0,1,55.1,1,0,0,0,4,0,0,0,0,0,0,0,0,14.124,312.5,12.65,296.15,0,1,5.4,7.13678438,1.354099806,1,0
4/22/2003,205.4,0,1,0,2,1,0,0,0,0,0,1,0,1,0,55.2,1,0,0,0,4,0,0,0,0,0,0,0,0,14.124,296.4,13.27,289.92,1,0,3.03,10.98031958,4.563028019,1,0
4/23/2003,206.3,0,1,0,3,1,0,0,0,0,0,0,1,1,0,54.8,1,0,0,0,4,0,0,0,0,0,0,0,0,14.124,307.5,16.14,295.96,1,0,3.88,13.09554642,2.989845193,1,0
4/24/2003,228.8,0,1,0,4,1,0,0,0,0,1,0,0,1,0,56.2,1,0,0,0,4,0,0,0,0,0,0,0,0,14.124,306.5,12.96,317.61,1,0,3.5,9.888088594,4.755952578,1,0
4/25/2003,220.6,0,1,1,5,1,0,0,0,0,0,0,0,0,1,57.1,1,0,0,0,4,0,0,0,0,0,0,0,0,14.124,300.7,14.95,312.17,1,0,5.93,9.589319811,3.454554309,1,0
4/26/2003,201.7,0,1,0,6,1,0,0,1,0,0,0,0,0,1,56.7,1,0,0,0,4,0,0,0,0,0,0,0,0,17.656,312.4,12.78,296.94,0,1,4.45,8.380316251,2.755047264,0,1
4/27/2003,202.1,0,1,0,7,1,0,0,0,1,0,0,0,0,1,56.2,1,0,0,0,4,0,0,0,0,0,0,0,0,16.574,315.7,14.64,297.5,0,1,7.65,7.887647003,0.419594315,0,1
4/28/2003,232.2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,57.9,1,0,0,0,4,0,0,0,0,0,0,0,0,16.802,323.1,13.87,326.62,1,0,8.68,6.176075098,1.24036074,1,0
4/29/2003,213,0,1,0,2,1,0,0,0,0,0,1,0,1,0,59.8,1,0,0,0,4,0,0,0,0,0,0,0,0,17.023,304.2,14.9,309.14,1,0,6.35,9.178975191,1.940542238,1,0
4/30/2003,217.1,0,1,0,3,1,0,0,0,0,0,0,1,1,0,58.7,1,0,0,0,4,0,0,0,0,0,0,0,0,17.023,278.7,13.28,302.3,1,0,4.9,8.46800448,4.7608368,1,0
5/1/2003,224.7,1,0,0,4,1,0,0,0,0,1,0,0,1,0,55.8,0,0,0,0,5,0,0,0,0,1,0,0,0,17.023,263.6,13.07,297.39,1,0,7.48,5.863698107,-0.876125996,1,0
5/2/2003,239.7,1,0,1,5,1,0,0,0,0,0,0,0,0,1,55.1,0,0,0,0,5,0,0,0,0,1,0,0,0,17.048,265.4,12.01,311.67,1,0,6.2,5.515471918,2.111004409,1,0
5/3/2003,212.2,1,0,0,6,1,0,0,1,0,0,0,0,0,1,54.1,0,0,0,0,5,0,0,0,0,1,0,0,0,16.804,281.7,13.48,282.73,0,1,6.25,7.396568173,0.733379972,0,1
5/4/2003,185.8,1,0,0,7,1,0,0,0,1,0,0,0,0,1,54.9,0,0,0,0,5,0,0,0,0,1,0,0,0,15.843,289.9,18.25,275.51,0,1,7.45,12.93305098,1.994863182,0,1
5/5/2003,197.1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,58.9,0,0,0,0,5,0,0,0,0,1,0,0,0,15.509,283,13.63,270.73,0,1,6.58,7.315422093,5.207085548,1,0
5/6/2003,214.1,1,0,0,2,1,0,0,0,0,0,1,0,1,0,57.8,0,0,0,0,5,0,0,0,0,1,0,0,0,17.185,281,13.32,282.74,1,0,4.23,9.30903283,2.206557916,1,0
5/7/2003,203.1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,58.8,0,0,0,0,5,0,0,0,0,1,0,0,0,17.028,281.8,15.71,279.83,1,0,3.43,13.15101627,4.529508582,1,0
5/8/2003,204.2,1,0,0,4,1,0,0,0,0,1,0,0,1,0,56.6,0,0,0,0,5,0,0,0,0,1,0,0,0,17.028,278.8,13.84,276.69,1,0,3.68,10.64987767,6.52047094,1,0
5/9/2003,204.9,1,0,1,5,1,0,0,0,0,0,0,0,0,1,57.9,0,0,0,0,5,0,0,0,0,1,0,0,0,17.028,289.9,15.09,272.87,1,0,5.23,10.396854,2.370276187,1,0
5/10/2003,195.6,1,0,0,6,1,0,0,1,0,0,0,0,0,1,54.6,0,0,0,0,5,0,0,0,0,1,0,0,0,17.802,287.5,13.24,264.34,0,1,6.7,6.698810725,-1.327311306,0,1
5/11/2003,208.4,1,0,0,7,1,0,0,0,1,0,0,0,0,1,55,0,0,0,0,5,0,0,0,0,1,0,0,0,18.325,290.9,13.86,272.82,0,1,5.45,8.625567217,0.398877783,0,1
5/12/2003,222.4,1,0,0,1,1,0,1,0,0,0,0,0,1,0,52.7,0,0,0,0,5,0,0,0,0,1,0,0,0,17.215,291.7,11.14,288.9,1,0,5.6,4.996577979,1.127852705,1,0
5/13/2003,238.5,1,0,0,2,1,0,0,0,0,0,1,0,1,0,49.6,0,0,0,0,5,0,0,0,0,1,0,0,0,16.985,277.5,9.53,297.95,1,0,6.9,1.568611993,-3.573975563,1,0
5/14/2003,230.9,1,0,0,3,1,0,0,0,0,0,0,1,1,0,53.6,0,0,0,0,5,0,0,0,0,1,0,0,0,17.488,282.4,12.71,297.61,1,0,4.98,7.668236547,-0.322068337,1,0
5/15/2003,210.8,1,0,0,4,1,0,0,0,0,1,0,0,1,0,57.4,0,0,0,0,5,0,0,0,0,1,0,0,0,17.488,280.6,13.64,287,1,0,2.63,12.07829683,4.351531455,1,0
5/16/2003,227.8,1,0,1,5,1,0,0,0,0,0,0,0,0,1,55.7,0,0,0,0,5,0,0,0,0,1,0,0,0,18.665,264.8,10.69,303.49,1,0,5.7,4.310144459,2.419777464,1,0
5/17/2003,194.5,1,0,0,6,1,0,0,1,0,0,0,0,0,1,46.2,0,0,0,0,5,0,0,0,0,1,0,0,0,20.378,293.1,14.46,270.44,0,1,6.65,8.361344219,3.218323838,0,1
5/18/2003,188.4,1,0,0,7,1,0,0,0,1,0,0,0,0,1,56.6,0,0,0,0,5,0,0,0,0,1,0,0,0,19.146,289.8,14.97,267.53,0,1,7.8,8.242768036,2.352112178,0,1
5/19/2003,213,1,0,0,1,1,0,1,0,0,0,0,0,1,0,55.2,0,0,0,0,5,0,0,0,0,1,0,0,0,18.725,287.2,13.72,279.62,1,0,5.65,8.25392969,3.97984182,1,0
5/20/2003,227.6,1,0,0,2,1,0,0,0,0,0,1,0,1,0,44.6,0,0,0,0,5,0,0,0,0,1,0,0,0,19.265,277.3,12.88,291.9,1,0,7.08,5.911072043,-0.376467398,1,0
5/21/2003,216.8,1,0,0,3,1,0,0,0,0,0,0,1,1,0,43.3,0,0,0,0,5,0,0,0,0,1,0,0,0,18.784,268.4,14.15,284.55,1,0,4.78,9.67901912,5.039566691,1,0
5/22/2003,203.9,1,0,0,4,1,0,0,0,0,1,0,0,1,0,56.4,0,0,0,0,5,0,0,0,0,1,0,0,0,18.784,267.2,14.91,279.88,1,0,6.08,9.411394464,6.373171639,1,0
5/23/2003,191.4,1,0,1,5,1,0,0,0,0,0,0,0,0,1,46.9,0,0,0,0,5,0,0,0,0,1,0,0,0,19.835,275.5,14.66,261.71,1,0,7.2,8.222133885,4.92562389,1,0
5/24/2003,168.9,1,0,0,6,1,0,0,1,0,0,0,0,0,1,50.1,0,0,0,0,5,0,0,0,0,1,0,0,0,21.497,277.9,14.98,253.89,0,1,3.63,12.04484708,6.183916411,0,1
5/25/2003,168.6,1,0,0,7,1,0,0,0,1,0,0,0,0,1,51,0,0,0,0,5,0,0,0,0,1,0,0,0,21.787,270.9,14.99,249.87,0,1,4.03,11.55479824,5.196254245,0,1
5/26/2003,167.7,1,0,0,1,1,0,1,0,0,0,0,0,0,1,53.4,0,0,0,0,5,0,0,0,0,1,0,0,0,20.265,256.7,16.95,253.31,0,1,4.63,13.28365442,3.05080964,1,0
5/27/2003,175.1,1,0,0,2,1,0,0,0,0,0,1,0,1,0,53.4,0,0,0,0,5,0,0,0,0,1,0,0,0,20.605,240.3,15.83,261.36,1,0,3.03,13.83740938,9.685700758,1,0
5/28/2003,168.5,1,0,0,3,1,0,0,0,0,0,0,1,1,0,52.7,0,0,0,0,5,0,0,0,0,1,0,0,0,19.979,236.5,19.55,251.3,1,0,3.2,17.80134141,11.90267986,1,0
5/29/2003,161,1,0,0,4,1,0,0,0,0,1,0,0,1,0,51.1,0,0,0,0,5,0,0,0,0,1,0,0,0,19.979,236.4,22.34,238.77,1,0,3.15,20.99719557,11.86560609,1,0
5/30/2003,147.2,1,0,1,5,1,0,0,0,0,0,0,0,0,1,49.2,0,0,0,0,5,0,0,0,0,1,0,0,0,19.979,233.5,23.45,227.47,1,0,2.98,22.3820289,13.76535078,1,0
5/31/2003,136.1,1,0,0,6,1,0,0,1,0,0,0,0,0,1,50.4,0,0,0,0,5,0,0,0,0,1,0,0,0,19.416,225.9,25.89,222.34,0,1,5.15,24.05726349,13.1272522,0,1
6/1/2003,139.4,1,0,0,7,1,0,0,0,1,0,0,0,0,1,51.3,0,0,0,0,6,0,0,1,0,0,0,0,0,17.548,232.3,19.73,225.37,0,1,3.78,17.42616379,10.90087898,0,1
6/2/2003,160.5,1,0,0,1,1,0,1,0,0,0,0,0,1,0,45.6,0,0,0,0,6,0,0,1,0,0,0,0,0,15.659,226.1,17.89,234.14,1,0,4.35,14.69573082,11.99430658,1,0
6/3/2003,164,1,0,0,2,1,0,0,0,0,0,1,0,1,0,55.8,0,0,0,0,6,0,0,1,0,0,0,0,0,15.183,216.1,18.09,235.91,1,0,5.7,13.82627763,6.097634338,1,0
6/4/2003,167.6,1,0,0,3,1,0,0,0,0,0,0,1,1,0,57.8,0,0,0,0,6,0,0,1,0,0,0,0,0,14.473,219,16.82,241.06,1,0,2.95,15.05200302,12.06806532,1,0
6/5/2003,167.5,1,0,0,4,1,0,0,0,0,1,0,0,1,0,56.5,0,0,0,0,6,0,0,1,0,0,0,0,0,14.473,228.9,18.1,236.02,1,0,4.9,14.4641616,7.6220736,1,0
6/6/2003,164.5,1,0,1,5,1,0,0,0,0,0,0,0,0,1,57.4,0,0,0,0,6,0,0,1,0,0,0,0,0,15.544,225.9,15.88,243.87,1,0,6.28,10.52166339,6.700871359,1,0
6/7/2003,145,1,0,0,6,1,0,0,1,0,0,0,0,0,1,55.9,0,0,0,0,6,0,0,1,0,0,0,0,0,12.127,220.2,18.98,226.08,0,1,5.78,14.91633689,9.215210578,0,1
6/8/2003,154.7,1,0,0,7,1,0,0,0,1,0,0,0,0,1,56,0,0,0,0,6,0,0,1,0,0,0,0,0,13.647,213.4,16.84,233.88,0,1,6.2,11.83992502,7.75456401,0,1
6/9/2003,167.3,1,0,0,1,1,0,1,0,0,0,0,0,1,0,52.7,0,0,0,0,6,0,0,1,0,0,0,0,0,13.271,215,17.65,243.34,1,0,3.73,15.03934497,7.30514759,1,0
6/10/2003,168.4,1,0,0,2,1,0,0,0,0,0,1,0,1,0,57.9,0,0,0,0,6,0,0,1,0,0,0,0,0,12.649,219.3,19.87,249.69,1,0,7.7,15.01757633,6.854952938,1,0
6/11/2003,166.1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,56.6,0,0,0,0,6,0,0,1,0,0,0,0,0,15.078,232.3,18.41,241.12,1,0,5,14.76844923,9.107796391,1,0
6/12/2003,163,1,0,0,4,1,0,0,0,0,1,0,0,1,0,58.5,0,0,0,0,6,0,0,1,0,0,0,0,0,15.078,229.2,19.33,242.55,1,0,5.78,15.36778355,7.641596527,1,0
6/13/2003,167.1,1,0,1,5,1,0,0,0,0,0,0,0,0,1,57.9,0,0,0,0,6,0,0,1,0,0,0,0,0,15.529,243.2,18.95,240.84,1,0,2.98,17.37879644,9.518162338,1,0
6/14/2003,133.6,1,0,0,6,1,0,0,1,0,0,0,0,0,1,57.3,0,0,0,0,6,0,0,1,0,0,0,0,0,16.179,243.6,20.85,225.35,0,1,3.65,18.85333818,12.65907968,0,1
6/15/2003,134.6,1,0,0,7,1,0,0,0,1,0,0,0,0,1,57.6,0,0,0,0,6,0,0,1,0,0,0,0,0,16.571,235.3,21.92,221.14,0,1,3.03,20.63415818,11.85083913,0,1
6/16/2003,148.5,1,0,0,1,1,0,1,0,0,0,0,0,1,0,57,0,0,0,0,6,0,0,1,0,0,0,0,0,17.031,233.6,23.63,228.66,1,0,2.58,22.91821017,14.11681841,1,0
6/17/2003,151.2,1,0,0,2,1,0,0,0,0,0,1,0,1,0,49.1,0,0,0,0,6,0,0,1,0,0,0,0,0,17.259,232.8,20.98,223.56,1,0,3.03,19.58507052,13.97133547,1,0
6/18/2003,163.2,1,0,0,3,1,0,0,0,0,0,0,1,1,0,56.3,0,0,0,0,6,0,0,1,0,0,0,0,0,15.318,224.7,18.3,233.61,1,0,6.98,13.26644299,7.80279829,1,0
6/19/2003,154,1,0,0,4,1,0,0,0,0,1,0,0,1,0,57.4,0,0,0,0,6,0,0,1,0,0,0,0,0,15.318,219.1,19.13,233.95,1,0,6.05,14.93323672,10.67380515,1,0
6/20/2003,153.9,1,0,1,5,1,0,0,0,0,0,0,0,0,1,57.4,0,0,0,0,6,0,0,1,0,0,0,0,0,16.61,190.5,19.13,228.65,1,0,5.27,14.93323672,7.362962549,1,0
6/21/2003,135.8,1,0,0,6,1,0,0,1,0,0,0,0,0,1,57.1,0,0,0,0,6,0,0,1,0,0,0,0,0,16.295,140.5,19.74,212.53,0,1,2.4,18.96479665,7.362962549,0,1
6/22/2003,145.1,1,0,0,7,1,0,0,0,1,0,0,0,0,1,57.5,0,0,0,0,6,0,0,1,0,0,0,0,0,16.282,173.8,24.87,223.6,0,1,5.18,22.76125789,11.84245172,0,1
6/23/2003,157.1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,54.2,0,0,0,0,6,0,0,1,0,0,0,0,0,18.085,206.7,18.52,232.48,1,0,6.2,14.0397348,11.5780429,1,0
6/24/2003,153.9,1,0,0,2,1,0,0,0,0,0,1,0,1,0,58.9,0,0,0,0,6,0,0,1,0,0,0,0,0,17.186,208.1,18.6,235.16,1,0,2.95,17.02650454,10.91442399,1,0
6/25/2003,153.2,1,0,0,3,1,0,0,0,0,0,0,1,1,0,58,0,0,0,0,6,0,0,1,0,0,0,0,0,16.116,208.1,21.2,237.75,1,0,4.45,18.63242986,9.488323779,1,0
6/26/2003,152.6,1,0,0,4,1,0,0,0,0,1,0,0,1,0,58.5,0,0,0,0,6,0,0,1,0,0,0,0,0,16.116,207.4,21.03,235.56,1,0,4.85,18.14296547,10.70824226,1,0
6/27/2003,145.3,1,0,1,5,1,0,0,0,0,0,0,0,0,1,59.7,0,0,0,0,6,0,0,1,0,0,0,0,0,17.316,210.2,17.86,238.66,1,0,2.13,17.40082026,16.25715517,1,0
6/28/2003,129.3,1,0,0,6,1,0,0,1,0,0,0,0,0,1,54.3,0,0,0,0,6,0,0,1,0,0,0,0,0,18.384,214.4,17.73,217.16,0,1,2.48,16.71674868,11.24634402,0,1
6/29/2003,131.2,1,0,0,7,1,0,0,0,1,0,0,0,0,1,54.7,0,0,0,0,6,0,0,1,0,0,0,0,0,16.559,224.1,22.51,217.45,0,1,3.85,20.63753257,9.38285536,0,1
6/30/2003,149.2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,56.6,0,0,0,0,6,0,0,1,0,0,0,0,0,15.768,227.1,16.57,236.38,1,0,3.9,13.58061465,12.06772279,1,0
7/1/2003,148.4,1,0,0,2,1,0,0,0,0,0,1,0,1,0,54.6,0,0,0,0,7,0,1,0,0,0,0,0,0,16.236,220.9,16.67,237.92,1,0,4.4,13.16703402,9.329178995,1,0
7/2/2003,152.6,1,0,0,3,1,0,0,0,0,0,0,1,1,0,54.6,0,0,0,0,7,0,1,0,0,0,0,0,0,16.054,213.6,17.05,237.18,1,0,3.65,14.42886782,11.29680854,1,0
7/3/2003,145.9,1,0,0,4,1,0,0,0,0,1,0,0,1,0,48.2,0,0,0,0,7,0,1,0,0,0,0,0,0,16.054,211.3,16.29,229.14,1,0,4.18,12.9381145,10.46489583,1,0
7/4/2003,140.4,1,0,1,5,1,0,0,0,0,0,0,0,0,1,51.8,0,0,0,0,7,0,1,0,0,0,0,0,0,16.923,210.6,17.79,221.92,1,0,3.65,15.29047521,10.70299804,1,0
7/5/2003,138.3,1,0,0,6,1,0,0,1,0,0,0,0,0,1,50.8,0,0,0,0,7,0,1,0,0,0,0,0,0,15.855,206.9,16.72,217.3,0,1,3,14.87182233,11.3196794,0,1
7/6/2003,141.6,1,0,0,7,1,0,0,0,1,0,0,0,0,1,49.4,0,0,0,0,7,0,1,0,0,0,0,0,0,17.637,211.7,18.24,221.04,0,1,2.85,16.75522175,12.55094987,0,1
7/7/2003,150,1,0,0,1,1,0,1,0,0,0,0,0,1,0,49.2,0,0,0,0,7,0,1,0,0,0,0,0,0,19.07,212.1,19.82,231.76,1,0,4.43,16.96834264,9.2687682,1,0
7/8/2003,143.8,1,0,0,2,1,0,0,0,0,0,1,0,1,0,53.8,0,0,0,0,7,0,1,0,0,0,0,0,0,19.797,209.4,20.11,226.8,1,0,4.13,17.56627493,11.63943715,1,0
7/9/2003,137.7,1,0,0,3,1,0,0,0,0,0,0,1,1,0,51.5,0,0,0,0,7,0,1,0,0,0,0,0,0,17.574,193.7,23.97,219.74,1,0,2.4,23.44209003,16.35039603,1,0
7/10/2003,143,1,0,0,4,1,0,0,0,0,1,0,0,1,0,56,0,0,0,0,7,0,1,0,0,0,0,0,0,17.574,192.2,24.41,228.15,1,0,6.2,21.75216311,13.51597056,1,0
7/11/2003,141.1,1,0,1,5,1,0,0,0,0,0,0,0,0,1,55,0,0,0,0,7,0,1,0,0,0,0,0,0,19.289,194.4,19.34,221.08,1,0,5.33,15.68874136,12.88801797,1,0
7/12/2003,123.3,1,0,0,6,1,0,0,1,0,0,0,0,0,1,53.8,0,0,0,0,7,0,1,0,0,0,0,0,0,18.882,188.8,21.25,203.49,0,1,2.78,20.14099669,12.65541518,0,1
7/13/2003,122.8,1,0,0,7,1,0,0,0,1,0,0,0,0,1,53.6,0,0,0,0,7,0,1,0,0,0,0,0,0,17.477,192.5,25.05,214.5,0,1,4.93,23.09668803,12.03487542,0,1
7/14/2003,138.9,1,0,0,1,1,0,1,0,0,0,0,0,1,0,54.3,0,0,0,0,7,0,1,0,0,0,0,0,0,16.581,186.5,27.07,220.97,1,0,5.73,25.36556117,12.51704522,1,0
7/15/2003,138.9,1,0,0,2,1,0,0,0,0,0,1,0,1,0,55.6,0,0,0,0,7,0,1,0,0,0,0,0,0,17.162,185.9,28.97,218.76,1,0,4.7,28.03282715,15.69501073,1,0
7/16/2003,136.5,1,0,0,3,1,0,0,0,0,0,0,1,1,0,59.1,0,0,0,0,7,0,1,0,0,0,0,0,0,16.672,180.5,24.42,226.85,1,0,3.7,22.97912387,19.32348958,1,0
7/17/2003,142.5,1,0,0,4,1,0,0,0,0,1,0,0,1,0,57.9,0,0,0,0,7,0,1,0,0,0,0,0,0,16.672,176.8,17.71,230.58,1,0,4.88,13.99623625,15.00297586,1,0
7/18/2003,141.4,1,0,1,5,1,0,0,0,0,0,0,0,0,1,57.9,0,0,0,0,7,0,1,0,0,0,0,0,0,17.055,187.6,19,233.53,1,0,3.93,16.42404042,12.95492888,1,0
7/19/2003,125.8,1,0,0,6,1,0,0,1,0,0,0,0,0,1,55.3,0,0,0,0,7,0,1,0,0,0,0,0,0,16.856,196.3,23.25,217.3,0,1,6.2,20.23324684,10.97571404,0,1
7/20/2003,124.8,1,0,0,7,1,0,0,0,1,0,0,0,0,1,56.5,0,0,0,0,7,0,1,0,0,0,0,0,0,16.82,202,21.52,216.55,0,1,6.75,17.69599317,11.35042936,0,1
7/21/2003,141.8,1,0,0,1,1,0,1,0,0,0,0,0,1,0,57.1,0,0,0,0,7,0,1,0,0,0,0,0,0,16.313,205.6,20.84,231.04,1,0,6.93,16.70047604,9.408583746,1,0
7/22/2003,145.7,1,0,0,2,1,0,0,0,0,0,1,0,1,0,57.3,0,0,0,0,7,0,1,0,0,0,0,0,0,16.15,201.3,19.95,235.13,1,0,4.83,16.81733304,10.38146779,1,0
7/23/2003,150,1,0,0,3,1,0,0,0,0,0,0,1,1,0,57.6,0,0,0,0,7,0,1,0,0,0,0,0,0,16.273,200.4,19.79,237.13,1,0,6.45,15.55704161,10.65822438,1,0
7/24/2003,144.6,1,0,0,4,1,0,0,0,0,1,0,0,1,0,57,0,0,0,0,7,0,1,0,0,0,0,0,0,16.273,200.3,18.92,233.92,1,0,5.75,14.85936536,10.38862656,1,0
7/25/2003,135.6,1,0,1,5,1,0,0,0,0,0,0,0,0,1,52,0,0,0,0,7,0,1,0,0,0,0,0,0,16.294,205.2,15.78,216.69,1,0,5.25,11.24943524,11.03470841,1,0
7/26/2003,118.1,1,0,0,6,1,0,0,1,0,0,0,0,0,1,56.1,0,0,0,0,7,0,1,0,0,0,0,0,0,15.818,199.7,18.77,207.79,0,1,3.8,16.27951565,9.805174912,0,1
7/27/2003,120.5,1,0,0,7,1,0,0,0,1,0,0,0,0,1,56.1,0,0,0,0,7,0,1,0,0,0,0,0,0,16.028,195.4,19.36,209.52,0,1,4.38,16.45098714,10.26330638,0,1
7/28/2003,128.8,1,0,0,1,1,0,1,0,0,0,0,0,1,0,54.6,0,0,0,0,7,0,1,0,0,0,0,0,0,16.651,197,18.91,216.88,1,0,6.5,14.36472585,6.561452786,1,0
7/29/2003,131.4,1,0,0,2,1,0,0,0,0,0,1,0,1,0,57,0,0,0,0,7,0,1,0,0,0,0,0,0,18.112,184.5,18.84,221.35,1,0,6.06,14.5489655,11.34348916,1,0
7/30/2003,130.1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,57.9,0,0,0,0,7,0,1,0,0,0,0,0,0,17.165,195.8,20.5,223.04,1,0,3.63,18.46396163,13.96360415,1,0
7/31/2003,145.2,1,0,0,4,1,0,0,0,0,1,0,0,1,0,40.8,0,0,0,0,7,0,1,0,0,0,0,0,0,17.165,202.7,18.25,215.42,1,0,4.93,14.62593062,10.85146078,1,0
8/1/2003,136.7,1,0,1,5,1,0,0,0,0,0,0,0,0,1,48.5,0,1,0,0,8,0,0,0,0,0,0,0,0,17.946,182.6,18.82,214.5,1,0,5,15.28078205,11.54450126,1,0
8/2/2003,120.6,1,0,0,6,1,0,0,1,0,0,0,0,0,1,52.1,0,1,0,0,8,0,0,0,0,0,0,0,0,16.857,184.9,19.84,204.81,0,1,3.55,17.77371524,11.03990237,0,1
8/3/2003,119.6,1,0,0,7,1,0,0,0,1,0,0,0,0,1,53.1,0,1,0,0,8,0,0,0,0,0,0,0,0,15.947,193.9,23.29,196.47,0,1,2.9,22.27082772,12.09413598,0,1
8/4/2003,126.6,1,0,0,1,1,0,1,0,0,0,0,0,1,0,52.3,0,1,0,0,8,0,0,0,0,0,0,0,0,14.485,186.9,27.07,209.89,1,0,3.43,26.19233814,14.4712205,1,0
8/5/2003,127.3,1,0,0,2,1,0,0,0,0,0,1,0,1,0,55.2,0,1,0,0,8,0,0,0,0,0,0,0,0,15.451,181.6,28.16,209.07,1,0,4.2,27.18288825,18.00050523,1,0
8/6/2003,125.9,1,0,0,3,1,0,0,0,0,0,0,1,1,0,53.2,0,1,0,0,8,0,0,0,0,0,0,0,0,15.755,154.2,27.79,208.04,1,0,2.53,27.41907316,20.28491333,1,0
8/7/2003,129.9,1,0,0,4,1,0,0,0,0,1,0,0,1,0,48.2,0,1,0,0,8,0,0,0,0,0,0,0,0,15.755,162,23.73,203.75,1,0,2.64,22.97357859,18.0414878,1,0
8/8/2003,129.6,1,0,1,5,1,0,0,0,0,0,0,0,0,1,52.9,0,1,0,0,8,0,0,0,0,0,0,0,0,16.329,162.3,25.63,207.84,1,0,1.93,25.57243818,19.14260854,1,0
8/9/2003,116.7,1,0,0,6,1,0,0,1,0,0,0,0,0,1,55.5,0,1,0,0,8,0,0,0,0,0,0,0,0,13.75,158.8,30.14,200.54,0,1,3.1,29.79144839,18.43811194,0,1
8/10/2003,116,1,0,0,7,1,0,0,0,1,0,0,0,0,1,55.2,0,1,0,0,8,0,0,0,0,0,0,0,0,13.667,159.1,27.46,202.42,0,1,5,26.077259,18.40476265,0,1
8/11/2003,129,1,0,0,1,1,0,1,0,0,0,0,0,1,0,55.4,0,1,0,0,8,0,0,0,0,0,0,0,0,12.987,164.2,26.19,210.53,1,0,3.33,25.23454311,17.81117683,1,0
8/12/2003,131.7,1,0,0,2,1,0,0,0,0,0,1,0,1,0,55.3,0,1,0,0,8,0,0,0,0,0,0,0,0,14.047,162.5,23.72,216.27,1,0,2.15,23.41842238,18.45210899,1,0
8/13/2003,127.9,1,0,0,3,1,0,0,0,0,0,0,1,1,0,54.2,0,1,0,0,8,0,0,0,0,0,0,0,0,12.821,157.5,22.7,213.2,1,0,3.9,20.82594832,15.87359137,1,0
8/14/2003,138.9,1,0,0,4,1,0,0,0,0,1,0,0,1,0,55.8,0,1,0,0,8,0,0,0,0,0,0,0,0,12.821,161.7,20.98,226.38,1,0,4.78,18.12900848,12.06679064,1,0
8/15/2003,133.4,1,0,1,5,1,0,0,0,0,0,0,0,0,1,53.6,0,1,0,0,8,0,0,0,0,0,0,0,0,13.342,167.2,21.12,212.79,1,0,3.35,19.43473983,10.87081296,1,0
8/16/2003,133.5,1,0,0,6,1,0,0,1,0,0,0,0,0,1,55.8,0,1,0,0,8,0,0,0,0,0,0,0,0,14.276,162.8,21.03,207.69,0,1,4.28,18.55227348,11.45514467,0,1
